cases,deaths,doctor_visits,wili,wcli
364.0,0.0,54.51446699999999,3.4776039,3.4747888
2351.0,1622.8618434823024,56.677413,2.8715834,2.8043287
327.0,986.3033588296149,58.358558,2.925316,2.8602042
398.0,1137.0454171118631,57.371092,3.8736453,3.8583864
356.0,0.0,57.38607100000001,3.7824579,3.8234837000000006
470.0,0.0,54.570146,2.9357672,2.9753799
468.0,3331.841652124145,50.776351000000005,3.0549029000000005,3.1113959000000007
502.0,0.0,50.673966,2.6699613,2.7266168
377.0,0.0,50.239332000000005,3.0918137000000003,3.1477751000000005
664.0,0.0,49.710782,3.5185368,3.5737696000000003
572.0,692.8903899514196,50.651292,3.8366884,3.8898786
738.0,4172.655226563111,51.101666,4.6500447000000005,4.7559716000000005
